Unnamed: 0,player,game,card,one,play,point,new,take,use,turn,build,action,place,board,round,win,two,end,time,must,tile,score,differ,power,also,set,dice,first,get,number,citi,move,make,three,deck,hand,start,includ,collect,order,charact,world,mdash,resourc,victori,hero,may,tri,publish,four,mani,color,need,way,rule,control,space,base,token,uniqu,choos,oppon,complet,draw,ndash,gain,special,team,edit,allow,abil,five,creat,roll,good,everi,work,phase,battl,role,ship,find,come,becom,monster,piec,worker,adventur,best,mdashdescript,anoth,combin,even,possibl,help,expans,money,locat,around,give,Description
230802,5,2,0,0,0,3,0,1,0,1,0,0,1,1,1,1,0,1,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,introduced by the moors azuleijos originally white and blue ceramic tiles were fully embraced by the portuguese when their king manuel i on a visit to the alhambra palace in southern spain was mesmerized by the stunning beauty of the moorish decorative tiles the king awestruck by the interior beauty of the alhambra immediately ordered that his own palace in portugal be decorated with similar wall tiles as a tilelaying artist you have been challenged to embellish the walls of the royal palace of evora in the game azul players take turns drafting colored tiles from suppliers to their player board later in the round players score points based on how theyve placed their tiles to decorate the palace extra points are scored for specific patterns and completing sets wasted supplies harm the players score the player with the most points at the end of the game wins 
287954,6,1,0,6,1,6,0,7,1,3,2,0,8,8,7,1,0,1,0,4,27,5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,5,1,0,0,0,5,0,0,0,1,0,3,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,at the turn of the 16th century king manuel i commissioned portugals greatest artisans to construct grandiose buildings after completing the palaces of evora and sintra the king sought to build a summer pavilion to honor the most famous members of the royal family this construction was intended for the most talented artisans mdash whose skills meet the splendor that the royal family deserves sadly king manuel i died before construction ever began in azul summer pavilion players return to portugal to accomplish the task that never began as a master artisan you must use the finest materials to create the summer pavilion while carefully avoiding wasting supplies only the best will rise to the challenge to honor the portuguese royal family azul summer pavilion lasts six rounds and in each round players draft tiles then place them on their individual player board to score points each of the six colors of tiles is wild during one of the rounds at the start of each round draw tiles at random from the bag to refill each of the five seven or nine factories with four tiles each draw tiles as needed to refill the ten supply spaces on the central scoring board players then take turns drafting tiles you can choose to take all of the tiles of a nonwild color on a factory and place them next to your board if any wild tiles are on this factory you must take one of them place all remaining tiles in the center of the table alternatively you can take all tiles of a nonwild color from the center of play you must also take one wild tile if present after all tiles have been claimed players then take turns placing tiles on their individual boards each board depicts seven stars that would be composed of six tiles each space on a star shows a number from 16 and six of the stars are for tiles of a single color while the seventh will be composed of one tile of each color to place a tile on the blue 5 for example you must discard five blue or wild tiles from next to your player board with at least one blue being required placing one blue tile in the blue 5 space and the rest in the discard tower you score 1 point for this tile and 1 point for each tile within this star connected to the newly placed tile if you completely surround a pillar statue or window on your game board with tiles you get an immediate bonus taking 13 tiles from the central supply spaces and placing them next to your board at the end of the round you can carry over at most four tiles to the next round discard any others losing 1 point for each such tile after six rounds you score a bonus for each of the seven stars that youve filled completely additionally you score a bonus for having covered all seven spaces of value 1 2 3 or 4 you lose 1 point for each remaining tile unused then whoever has the most points wins mdashdescription from the publisher 
302388,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0, wait a minute doc are you telling me you built a time machineout of a delorean the photo of the mcfly family is slowly fading its 1955 and youre wrapped up in a time paradox with biff lorraine george and doc brown cooperate to move around hill valley to get the delorean ready avoid biff and his gang help george and lorraine fall in love and crank the delorean up to 88 mph mdash all just in time for the lightning to strike the clock tower sending you back to the future in the fully cooperative game back to the future back in time each player takes on the role of a major character from the movie marty mcfly doc brown jennifer parker or einstein the dog the objective of the game is to have the characters move around 1955 hill valley collecting certain items in an effort to fix docs famous delorean time machine defeat biff tannen and his gang of troublemaking friends while ensuring that martys parents fall in love only when that is accomplished can players then accelerate the deloreon to 88 mph down main street before the clock tower strikes 1004 pm mdashdescription from the publisher 
27225,3,3,0,2,2,0,1,1,2,0,0,0,1,1,0,0,1,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bananagrams is a fast and fun word game that requires no pencil paper or board and the tiles come in a fabric bananashaped carrying pouch one hand can be played in as little as five minutes much like pick two but without the letter values using a selection of 144 plastic letter tiles in the english edition each player works independently to create their own crossword faster than ones opponents when a player uses up all their letters all players take a new tile from the pool the object of the game is to be the first to complete a word grid after the bunch of tiles has been depleted there are variants included in the instructions such as banana smoothie and banana cafe for limited set skills or spacedeprived places and the game is suitable for solo play 
2453,3,4,0,2,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blokus officially pronounced block us is an abstract strategy game with transparent tetrisshaped colored pieces that players are trying to play onto the board the only caveat to placing a piece is that it may not lie adjacent to your other pieces but instead must be placed touching at least one corner of your pieces already on the board there is a solitaire variation where one player tries to get rid of all the pieces in a single sitting goal of the game each player has to fit as many of hisher 21 pieces on the board as possible components blokus game board 400 squares 84 game pieces four 21piece sets of red green blue and yellow each color inlcudes 1 onesquare piece 1 piece with 2 squares 2 pieces with 3 squares 5 pieces with 4 squares 12 pieces with 5 squares 
231696,8,3,11,4,1,8,1,4,2,3,0,4,3,0,0,2,1,1,0,0,0,1,0,0,0,1,0,3,0,1,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,if you want to paint with bob ross you need to be chill so whoever reaches maximum chill first in bob ross art of chill game wins in the game each player starts with three art supplies cards with each card showing one of seven paints and one of four tools some cards are jokers that serve as any color but no tool take one of the large doublesided painting cards place it on the easel and place bob on the first space on the painting track on a turn the active player rolls the die and either draws an art supplies card plays a paint to their palette receives an extra action for the turn four total or both draws a chill card and advances bob on the painting track chill cards give all players a bonus set up conditions that could give players extra points and more the player then takes three actions actions include drawing an art supplies cards discarding two matching cards to claim the matching technique card which is worth 2 points and 1 bonus point when used sweep the art supplies card row place a paint on their palette wash half their palette or complete a section of a painting to take this latter action the player needs to have all of the paint needed for one of the paintings three sections on their palette with no unneeded colors mixed in the player scores points equal to the number of paints used bonus points if theyre the first or second to paint this and additional points if theyve painted this feature before bob ie did you paint this before the bob figure reaches this space on the painting track when someone has completed all three features on a painting or bob has reached the end of the painting track this work is complete remove it from the easel and start a new painting players continue to take turns until someone reaches a maximum chill of 30 points at which point they win the game instantly 
332386,1,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,bring balance back to the forest time is broken and shattered the seasons all exist at once and day and night have no real cycle mdash they rotate at the whim of the forest this enchanted land has been driven into chaos and its up to you the cunning mystics of the forest to tame extraordinary woodland creatures and use your magic to bring back balance in brew players must choose how to use element dice either to take back control of as many seasons as possible in an areacontrol game or to procure goods at the local village in a workerplacement game recruiting woodland creatures and brewing potions can help offset chance dierolls or create an engine to help you tame the lands 
184921,1,4,1,1,0,2,2,0,0,1,2,0,0,1,1,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,peace has come at last to the great bunny kingdom lead your clan of rabbits to glory by gathering resources and building new cities across the land draft cards and pick the right ones to position your warrens on the 100 squares of the board provide resources to your colonies build new cities to increase your influence and plan your strategy to score big at the end of the game settle in lakesides or fields to collect water and grow carrots gather mushrooms in the green forest and climb the highest mountains to discover rare and precious resources secretly rally rabbit lords and recruit skillful masters to make your cities and resources even more valuable at the end of the game after each turn your groups of contiguous warrens grant you points depending on the cities and different resources they include the game ends after 4 rounds and the player with the most points wins the game 
822,4,4,0,4,1,2,0,0,1,1,0,0,7,0,0,0,0,0,1,1,6,2,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,carcassonne is a tileplacement game in which the players draw and place a tile with a piece of southern french landscape on it the tile might feature a city a road a cloister grassland or some combination thereof and it must be placed adjacent to tiles that have already been played in such a way that cities are connected to cities roads to roads etcetera having placed a tile the player can then decide to place one of their meeples on one of the areas on it on the city as a knight on the road as a robber on a cloister as a monk or on the grass as a farmer when that area is complete that meeple scores points for its owner during a game of carcassonne players are faced with decisions like is it really worth putting my last meeple there or should i use this tile to expand my city or should i place it near my opponent instead giving him a hard time to complete their project and score points since players place only one tile and have the option to place one meeple on it turns proceed quickly even if it is a game full of options and possibilities first game in the carcassonne series 
164127,4,4,0,6,1,2,0,0,1,1,0,0,7,0,0,0,1,0,1,1,6,2,1,0,1,1,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,carcassonne is a tileplacement game in which the players draw and place a tile with a piece of southern french landscape on it the tile might feature a city a road a cloister grassland or some combination thereof and it must be placed adjacent to tiles that have already been played in such a way that cities are connected to cities roads to roads etcetera having placed a tile the player can then decide to place one of his meeples on one of the areas on it on the city as a knight on the road as a robber on a cloister as a monk or on the grass as a farmer when that area is complete that meeple scores points for its owner during a game of carcassonne players are faced with decisions like is it really worth putting my last meeple there or should i use this tile to expand my city or should i place it near my opponent instead giving him a hard time to complete his project and score points since players place only one tile and have the option to place one meeple on it turns proceed quickly even if it is a game full of options and possibilities this big box is the same size as other big boxes but with a slightly different component mix this big box includes the basic game inns amp cathedrals traders amp builders wheel of fortune hills amp sheep and the river it also includes two extra sets of meeples one pink and one purple 
89952,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,the spiel des jahreswinning genredefining spinoffinducing tilelaying game carcassonne turned ten in 2011 to mark the occasion publisher hans im gluumlck released carcassonne jubilaumlumsedition a special edition of the game packaged in a giant blue meepleshaped case that included the original game a meepleshaped scoreboard colored translucent meeples and the small expansion the festival which comprises 10 new land tiles with their own special rules part of the carcassonne series of games 
13,8,3,10,1,1,3,3,0,1,4,3,0,4,0,0,1,3,0,0,0,8,0,0,0,1,0,3,0,0,1,2,1,0,0,0,1,0,1,2,0,0,0,0,12,1,0,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,10,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,in catan formerly the settlers of catan players try to be the dominant force on the island of catan by building settlements cities and roads on each turn dice are rolled to determine what resources the island produces players build by spending resources sheep wheat wood brick and ore that are depicted by these resource cards each land type with the exception of the unproductive desert produces a specific resource hills produce brick forests produce wood mountains produce ore fields produce wheat and pastures produce sheep setup includes randomly placing large hexagonal tiles each showing a resource or the desert in a honeycomb shape and surrounding them with water tiles some of which contain ports of exchange number disks which will correspond to die rolls two 6sided dice are used are placed on each resource tile each player is given two settlements think houses and roads sticks which are in turn placed on intersections and borders of the resource tiles players collect a hand of resource cards based on which hex tiles their lastplaced house is adjacent to a robber pawn is placed on the desert tile a turn consists of possibly playing a development card rolling the dice everyone perhaps collecting resource cards based on the roll and position of houses or upgraded citiesmdashthink hotels unless a 7 is rolled turning in resource cards if possible and desired for improvements trading cards at a port and trading resource cards with other players if a 7 is rolled the active player moves the robber to a new hex tile and steals resource cards from other players who have built structures adjacent to that tile points are accumulated by building settlements and cities having the longest road and the largest army from some of the development cards and gathering certain development cards that simply award victory points when a player has gathered 10 points some of which may be held in secret he announces his total and claims the win catan has won multiple awards and is one of the most popular games in recent history due to its amazing ability to appeal to experienced gamers as well as those new to the hobby die siedler von catan was originally published by kosmos and has gone through multiple editions it was licensed by mayfair and has undergone four editions as the settlers of catan in 2015 it was formally renamed catan to better represent itself as the core and base game of the catan series it has been republished in two travel editions portable edition and compact edition as a special gallery edition replaced in 2009 with a family edition as an anniversary wooden edition as a deluxe 3d collectors edition in the basic simply catan as a beginner version and with an entirely new theme in japan and asia as settlers of catan rockman edition numerous spinoffs and expansions have also been made for the game 
102794,3,8,1,0,2,0,2,1,0,1,2,2,0,2,0,1,1,1,1,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,following along the same lines as its predecessor agricola caverna the cave farmers is a workerplacement game at heart with a focus on farming in the game you are the bearded leader of a small dwarf family that lives in a little cave in the mountains you begin the game with a farmer and his spouse and each member of the farming family represents an action that the player can take each turn together you cultivate the forest in front of your cave and dig deeper into the mountain you furnish the caves as dwellings for your offspring as well as working spaces for small enterprises its up to you how much ore you want to mine you will need it to forge weapons that allow you to go on expeditions to gain bonus items and actions while digging through the mountain you may come across water sources and find ore and ruby mines that help you increase your wealth right in front of your cave you can increase your wealth even further with agriculture you can cut down the forest to sow fields and fence in pastures to hold your animals you can also expand your family while running your evergrowing farm in the end the player with the most efficiently developed home board wins you can also play the solo variant of this game to familiarize yourself with the 48 different furnishing tiles for your cave caverna the cave farmers which has a playing time of roughly 30 minutes per player is a complete redesign of agricola that substitutes the card decks from the former game with a set of buildings while adding the ability to purchase weapons and send your farmers on quests to gain further resources designer uwe rosenberg says that the game includes parts of agricola but also has new ideas especially the cave part of your game board where you can build mines and search for rubies the game also includes two new animals dogs and donkeys 
