GameId,GameName,Description
230802,Azul,introduc moor azuleijo origin white blue ceram tile fulli embrac portugues king manuel visit alhambra palac southern spain mesmer stun beauti moorish decor tile king awestruck interior beauti alhambra immedi order palac portug decor similar wall tile tilelay artist challeng embellish wall royal palac evora game azul player take turn draft color tile supplier player board later round player score point base theyv place tile decor palac extra point score specif pattern complet set wast suppli harm player score player point end game win
287954,Azul: Summer Pavilion,turn 16th centuri king manuel commiss portug greatest artisan construct grandios build complet palac evora sintra king sought build summer pavilion honor famous member royal famili construct intend talent artisan mdash whose skill meet splendor royal famili deserv sad king manuel die construct ever began azul summer pavilion player return portug accomplish task never began master artisan must use finest materi creat summer pavilion care avoid wast suppli best rise challeng honor portugues royal famili azul summer pavilion last six round round player draft tile place individu player board score point six color tile wild one round start round draw tile random bag refil five seven nine factori four tile draw tile need refil ten suppli space central score board player take turn draft tile choos take tile nonwild color factori place next board wild tile factori must take one place remain tile center tabl altern take tile nonwild color center play must also take one wild tile present tile claim player take turn place tile individu board board depict seven star would compos six tile space star show number 16 six star tile singl color seventh compos one tile color place tile blue 5 exampl must discard five blue wild tile next player board least one blue requir place one blue tile blue 5 space rest discard tower score 1 point tile 1 point tile within star connect newli place tile complet surround pillar statu window game board tile get immedi bonus take 13 tile central suppli space place next board end round carri four tile next round discard other lose 1 point tile six round score bonus seven star youv fill complet addit score bonus cover seven space valu 1 2 3 4 lose 1 point remain tile unus whoever point win mdashdescript publish
302388,Back to the Future: Back in Time,wait minut doc tell built time machineout delorean photo mcfli famili slowli fade 1955 your wrap time paradox biff lorrain georg doc brown cooper move around hill valley get delorean readi avoid biff gang help georg lorrain fall love crank delorean 88 mph mdash time lightn strike clock tower send back futur fulli cooper game back futur back time player take role major charact movi marti mcfli doc brown jennif parker einstein dog object game charact move around 1955 hill valley collect certain item effort fix doc famous delorean time machin defeat biff tannen gang troublemak friend ensur marti parent fall love accomplish player acceler deloreon 88 mph main street clock tower strike 1004 pm mdashdescript publish
27225,Bananagrams,bananagram fast fun word game requir pencil paper board tile come fabric bananashap carri pouch one hand play littl five minut much like pick two without letter valu use select 144 plastic letter tile english edit player work independ creat crossword faster one oppon player use letter player take new tile pool object game first complet word grid bunch tile deplet variant includ instruct banana smoothi banana cafe limit set skill spacedepriv place game suitabl solo play
2453,Blokus,blokus offici pronounc block us abstract strategi game transpar tetrisshap color piec player tri play onto board caveat place piec may lie adjac piec instead must place touch least one corner piec alreadi board solitair variat one player tri get rid piec singl sit goal game player fit mani hisher 21 piec board possibl compon blokus game board 400 squar 84 game piec four 21piec set red green blue yellow color inlcud 1 onesquar piec 1 piec 2 squar 2 piec 3 squar 5 piec 4 squar 12 piec 5 squar
231696,Bob Ross: Art of Chill Game,want paint bob ross need chill whoever reach maximum chill first bob ross art chill game win game player start three art suppli card card show one seven paint one four tool card joker serv color tool take one larg doublesid paint card place easel place bob first space paint track turn activ player roll die either draw art suppli card play paint palett receiv extra action turn four total draw chill card advanc bob paint track chill card give player bonus set condit could give player extra point player take three action action includ draw art suppli card discard two match card claim match techniqu card worth 2 point 1 bonus point use sweep art suppli card row place paint palett wash half palett complet section paint take latter action player need paint need one paint three section palett unneed color mix player score point equal number paint use bonus point theyr first second paint addit point theyv paint featur bob ie paint bob figur reach space paint track someon complet three featur paint bob reach end paint track work complet remov easel start new paint player continu take turn someon reach maximum chill 30 point point win game instant
332386,Brew,bring balanc back forest time broken shatter season exist day night real cycl mdash rotat whim forest enchant land driven chao cun mystic forest tame extraordinari woodland creatur use magic bring back balanc brew player must choos use element dice either take back control mani season possibl areacontrol game procur good local villag workerplac game recruit woodland creatur brew potion help offset chanc dierol creat engin help tame land
184921,Bunny Kingdom,peac come last great bunni kingdom lead clan rabbit glori gather resourc build new citi across land draft card pick right one posit warren 100 squar board provid resourc coloni build new citi increas influenc plan strategi score big end game settl lakesid field collect water grow carrot gather mushroom green forest climb highest mountain discov rare precious resourc secret ralli rabbit lord recruit skill master make citi resourc even valuabl end game turn group contigu warren grant point depend citi differ resourc includ game end 4 round player point win game
822,Carcassonne,carcassonn tileplac game player draw place tile piec southern french landscap tile might featur citi road cloister grassland combin thereof must place adjac tile alreadi play way citi connect citi road road etcetera place tile player decid place one meepl one area citi knight road robber cloister monk grass farmer area complet meepl score point owner game carcassonn player face decis like realli worth put last meepl use tile expand citi place near oppon instead give hard time complet project score point sinc player place one tile option place one meepl turn proceed quick even game full option possibl first game carcassonn seri
164127,Carcassonne Big Box 5,carcassonn tileplac game player draw place tile piec southern french landscap tile might featur citi road cloister grassland combin thereof must place adjac tile alreadi play way citi connect citi road road etcetera place tile player decid place one meepl one area citi knight road robber cloister monk grass farmer area complet meepl score point owner game carcassonn player face decis like realli worth put last meepl use tile expand citi place near oppon instead give hard time complet project score point sinc player place one tile option place one meepl turn proceed quick even game full option possibl big box size big box slight differ compon mix big box includ basic game inn amp cathedr trader amp builder wheel fortun hill amp sheep river also includ two extra set meepl one pink one purpl
89952,Carcassonne: 10 Year Special Edition,spiel des jahreswin genredefin spinoffinduc tilelay game carcassonn turn ten 2011 mark occas publish han im gluumlck releas carcassonn jubilaumlumsedit special edit game packag giant blue meepleshap case includ origin game meepleshap scoreboard color transluc meepl small expans festiv compris 10 new land tile special rule part carcassonn seri game
13,CATAN,catan former settler catan player tri domin forc island catan build settlement citi road turn dice roll determin resourc island produc player build spend resourc sheep wheat wood brick ore depict resourc card land type except unproduct desert produc specif resourc hill produc brick forest produc wood mountain produc ore field produc wheat pastur produc sheep setup includ random place larg hexagon tile show resourc desert honeycomb shape surround water tile contain port exchang number disk correspond die roll two 6side dice use place resourc tile player given two settlement think hous road stick turn place intersect border resourc tile player collect hand resourc card base hex tile lastplac hous adjac robber pawn place desert tile turn consist possibl play develop card roll dice everyon perhap collect resourc card base roll posit hous upgrad citiesmdashthink hotel unless 7 roll turn resourc card possibl desir improv trade card port trade resourc card player 7 roll activ player move robber new hex tile steal resourc card player built structur adjac tile point accumul build settlement citi longest road largest armi develop card gather certain develop card simpli award victori point player gather 10 point may held secret announc total claim win catan multipl award one popular game recent histori due amaz abil appeal experienc gamer well new hobbi die siedler von catan origin publish kosmo gone multipl edit licens mayfair undergon four edit settler catan 2015 formal renam catan better repres core base game catan seri republish two travel edit portabl edit compact edit special galleri edit replac 2009 famili edit anniversari wooden edit delux 3d collector edit basic simpli catan beginn version entir new theme japan asia settler catan rockman edit numer spinoff expans also made game
102794,Caverna,follow along line predecessor agricola caverna cave farmer workerplac game heart focus farm game beard leader small dwarf famili live littl cave mountain begin game farmer spous member farm famili repres action player take turn togeth cultiv forest front cave dig deeper mountain furnish cave dwell offspr well work space small enterpris much ore want mine need forg weapon allow go expedit gain bonus item action dig mountain may come across water sourc find ore rubi mine help increas wealth right front cave increas wealth even agricultur cut forest sow field fenc pastur hold anim also expand famili run evergrow farm end player effici develop home board win also play solo variant game familiar 48 differ furnish tile cave caverna cave farmer play time rough 30 minut per player complet redesign agricola substitut card deck former game set build ad abil purchas weapon send farmer quest gain resourc design uwe rosenberg say game includ part agricola also new idea especi cave part game board build mine search rubi game also includ two new anim dog donkey
113428,Cazadores de Fosiles,player take role paleontologist explor sever dig site around world collect fossil complet dinosaur specimen deliv museum object game gain victori point gain complet dinosaur specimen claim finish mission sell fossil turn player move boat dig find fossil buy fossil load unload boat claim finish mission take new mission game end soon fossil piec run point player victori point winner
270970,Century: A New World,centuri new world third final instal centuri seri design emerson matsuuchi centuri new world send player america dawn 16th centuri brave wilder player forc explor new land trade local inhabit journal find huntgath surviv game integr compel incred fun resourc trade mechan found centuri seri worker placement mechan twist centuri new world may combin centuri spice road centuri eastern wonder new mixabl game
38194,Cheaty Mages!,card game cheati mage put role wizard come watch bet monster fight arena cours spell help monster youv bet win harm monster fight ndash player what judg line arena combat player push thing far cheat spell judg might interven dispel ndash even eject ndash fighter walk away largest pile gold
11971,Cockroach Poker,cockroach poker revers set collect game noth poker ndash except game bluf card show cockroach rat stink bug goal forc anoth player collect 4 one type critter deck includ 64 card eight copi eight type critter set game shuffl deck deal card player turn player take one card hand lay face tabl slide player choic declar type critter eg stink bug player receiv card either accept card say either true fals reveal card player wrong claim keep card tabl front face right player gave card place face peek card pass face anoth player either say origin type critter say new type new player choic accept card pass unless card alreadi seen player case player must take first option whoever lost challeng place card tabl begin next round game end player card pass turn player four card critter tabl front either case player lose everyon els win
32341,Cockroach Salad,cockroach salad player creat common salad pack lettuc pepper tomato cauliflow ndash wont alway say ingredi theyr ad bowl 128 card ndash 120 veget card four type eight taboo veget card two type bear cockroach ndash shuffl divid among player turn player play top card deck onto central pile card name veget play eg pepper ndash except follow situat bull veget match previous play veget player must lie bull veget match claim made previous player perhap player lie player must lie bull play taboo card shout cockroach next player start new pile next first one taboo card remain visibl bull veget match visibl taboo card must lie make mistak stumbl hesit long player must pick card play point game first player run card win combin kakerlakensupp
198773,Codenames: Pictures,strang symbol map code locat spi must contact secret agent two rival spymast know agent locat deliv code messag tell field oper go clandestin meet oper must clever decod mistak could lead unpleas encount enemi agent ndash wors assassin team race contact agent one team win codenam pictur differ origin codenam agent longer repres singl word imag contain multipl element
42685,Connect 4x4,connect 4x4 enhanc classic fourinarow game competit strategi firstev four player edit clear doubledeck checker grid replac standard grid allow player win play fourinarow horizont vertic diagon line either side grid weav one side grid look close find way connect ring checker may unseen oppon act defens play new block checker prevent oppon score might win move
245476,CuBirds,everi day dozen bird stop fenc countrysid time leav bird mix togeth unabl organ flock fli home help find way back nest player begin new round cubird eight bird card hand bird also sit four distinct fenc tabl turn lay seri ident bird hand one fenc extrem bird instant gather ident bird alreadi present fenc make bird place inbetween fli hand enough ident bird hand perform flock allow add bird score area ultim goal first player gather score area either seven differ speci two speci least three ident bird bird come one small one big flock score may want wait reach big flock add bird score area bewar though round end soon player empti hand forc player discard current hand plan
221371,DC Spyfall,base social parti game spyfal dc spyfal easytolearn parti game featur bluf suspicion probe question clever answer start round player receiv secret card inform group locat mdash one twenti uniqu dc locat includ arkham asylum daili planet hall justic star lab mdash except one player receiv joker card instead joker doesnt know figur locat cover blown win round dc spyfal includ twist spyfal formula sinc harley quinn usual follow wherev joker goe round one player may receiv locat card harley imag tri feed joker player inform locat even dont know playerrsquo ident joker player guess locat two collabor score point mdash unless superhero turn tabl determin harley game includ two multivers deck contain eight differ locat instead one player confus question answer keep mind one tabl know whether play multivers deck alljok deck give player joker card mean question answer base noth whatev player collect believ multivers deck wont know your play deck someon figur super power card give player abil round abl dodg question requir player modifi behavior exampl super speed forc player answer question three word less
194594,Dice Forge,hero stand readi god offer seat heaven whichev hero defeat rival courag wit precious alli use divin dice gather resourc along road victori divin dice except remov face custom dice make power game progress sacrific gold god obtain enhanc die face upgrad dice produc resourc need overcom ordeal concoct god grow glori earn reward skill manag luck dice take charg destini greatest ascend heaven dice forg develop game featur innov mechan base dice remov face dice craft game player build dice roll dice manag resourc complet ordeal oppon explor multipl win strategi control luck dice
121288,Dixit: Journey,dixit journey featur basic game play dixit round one player take role storytel choos one card hand tell stori sing ditti otherwis someth opinion associ play card player choos one card hand give storytel secret card shuffl reveal player vote card play storytel one everyon vote storytel receiv point receiv vote vote score base number vote receiv player submit correct vote receiv vote card submiss also score certain number round player point win dixit journey differ dixit number way start simplifi score board doesnt player move around track bottom game box instead score track board game board includ summari rule well number place put card round facilit vote game rule revis make game easier learn keep game play similar dixit 3 journey ndash europ card dixit journey packag expans sold complet game
246701,DOS,dos follow classic card game uno like uno object dos first player round get rid card earn point card left oppon hand turn play card hand match number face card center row play one match card center row also combin two card hand add number wish match card play match number color earn right place extra card hand center row even forc player draw card dont forget yell dos whenev two card hand could end draw card round end one player get rid card player earn point base valu card left player hand continu play round someon reach 200 point player winner
264055,Draftosaurus,goal draftosaurus dino park like attract visitor draft dino meepl place pen placement restrict turn one player roll die add constraint pen player add dinosaur draftosaurus quick light draft game dont hand card pass around select one bunch dino meepl palm hand
232219,Dragon Castle,dragon castl game freeli inspir mahjong solitair turn take pair ident tile central castl known dragon castl place realm board build castl time time may sacrific tile acquir shrine place everi time creat set tile kind consolid ie flip face score point consolid set may also build shrine top consolid tile shrine allow score point also limit build option may also take advantag avail spirit card gamechang powersbut come cost final dont forget check dragon card play follow build requir score bonus point dragon castl reduc one floor end game trigger one final round player point lord new dragon castlehellipand winner game
244916,Drop It,circl triangl squar diamond drop let go piec drop land somewher vertic game board ideal theyll score point tile bounc around dont alway land expect detail turn activ player drop one piec slot game board player score point highest level piec touch special locat touch piec touch anyth shape color score noth what certain piec forbidden certain spot edg play area drop rulebook includ variant rule simpler play varieti game game
38154,Electronic Pictionary Man,variat pictionari revolv around batteri power plastic figur look sole figur foot reveal target word one convey one teammat player may use marker draw figur use figur prop elicit win word figur built timer two thousand word memori
12346,La escalera encantada,thing get quit spooki spirit stair there race old castl ruin courag edg ghost live top stair complet quiet brave children dart stair everyon want first scare ghost boooo rdquobut ghost know ageold game tri transform player ghost one one everi turn player roll enchant die see fast climb stair player roll ghost may place ghost piec anoth player pawn magic magnet field connect two pawn disappear player must rememb remaind game ghost figur player transform anoth ghost roll two ghost may exchang whoever make top stair amidst chao win age 4 expand geistertrepp flaschengeist 5 amp 6 player expans
172225,Exploding Kittens,explod kitten kittypow version russian roulett player take turn draw card someon draw explod kitten lose game deck made card let avoid explod peek card draw forc oppon draw multipl card shuffl deck game get intens card draw fewer card left deck mean greater chanc draw kitten explod fieri ball felin hyperbol
83195,Fantasma Blitz,balduin hous ghost found old camera castl cellar immedi photograph everyth love make disappear hauntingthinsp ndash includ cours unfortun enchant camera take mani photo wrong color sometim green bottl white time blue look photo balduin doesnt realli rememb want make disappear next help haunt quick name right item even make disappear grab right item quick good chanc win lightn fast shape color recognit game sure test reflex kid famili gamer alik ghost blitz five wooden item sit tabl wait caught white ghost green bottl cute grey mous blue book comfort red chair card deck show pictur two object one object color wrong way player play time someon reveal card player grab right object ndash object right one object color correct ndash say green bottl red mous ndash player need grab correct color object object color incorrect ndash say green ghost red mous ndash look object color repres among four detail shown case see green red ghost mous player need grab blue book first player grab correct object keep card reveal next card deck player grab wrong object must discard one card previous collect card deck run game end whoever collect card win reimplement knapp daneben releas 2004 haba
223538,Fast Food Fear!,monster legoblah swamp prefer fast food nowaday itrsquo quick conveni eat disgust junk world busi good custom extrem demand high recommend donrsquot keep wait soon customerrsquo order kitchen everyon must hurri get readi quick explain slew hungri custom havenrsquot got food yet fun fast food fear game kitchen far far away led closeknit team 3 6 cook engag monstrous race time cooper fast reaction game
171129,Fila Filo,spinderella player race get three ant across forest floor quick spider await branch mdash littl help oppon mdash one might swoop scoop ant return start line cours search right time act right place hide
136063,Forbidden Desert,game descript publish gear thrill adventur recov legendari fli machin buri deep ruin ancient desert citi youll need coordin teammat use everi avail resourc hope surviv scorch heat relentless sandstorm find fli machin escap becom perman artifact forbidden desert forbidden desert themat sequel forbidden island player take role brave adventur must throw caution wind surviv blister heat bluster sand order recov legendari fli machin buri ancient desert citi featur cooper gameplay similar forbidden island forbidden desert fresh new game base around innov set mechan evershift board individu resourc manag uniqu method locat fli machin part
65244,Forbidden Island,forbidden island visual stun cooper board game instead win compet player like game everyon must work togeth win game player take turn move pawn around island built arrang mani beauti screenprint tile play begin game progress island tile sink becom unavail pace increas player use strategi keep island sink tri collect treasur item water level rise get difficult sacrific must made caus game truli stand among coop competit game alik extrem detail paid physic compon game come sturdi organ tin good shelf storag size plastic treasur piec wooden pawn well craft fit right box card durabl well print easi understand island tile real gem screenprint vibrant color uniqu pleas imag multipl level difficulti differ charact choos special abil mani option island format game variat avail forbidden island huge replay valu game play two player four though accommod five player translat faster difficult game though extra help make differ fun game tricki player almost age sell twenti dollar odd forbidden island rare game qualiti afford price enjoy forbidden island followup project gamewright titl forbidden desert releas 2013 publish websit dare discov forbidden island join team fearless adventur doordi mission captur four sacr treasur ruin peril paradis team work togeth make pulsepound maneuv island sink beneath everi step race collect treasur make triumphant escap swallow wateri abyss
245271,Forbidden Sky,soar dizzi height electrifi cooper adventur work team explor mysteri platform float center savag storm connect circuit cabl launch secret rocket mdash struck lightn blown depth highwir act test team capac courag cooper one fals step could groundedhellipperman latest instal forbidden game seri take new height sever novel challeng includ collect plan terrain use limit inform construct real electr circuit
37904,Formula D,formula high stake formula one type race game player race simul car hope cross finish line first rereleas formula dé sever chang origin format whilst old track use updat formula rule new game featur board f1 track street track side street track novel inclus two add greater theme game mechan simpl race get finish line first howev player use signific amount plan reli quit bit luck player manag shift gear gear provid differ speed exampl 4th gear die roll random number 7 12 space move turn player may move one gear stay gear move gear forc player match possibl roll optimum distanc turn hope plan ahead howev speed issu corner stop rule requir player stop twice three time corner consecut turn face penalti creat effect speed limit corner cours thing alway go plan player take penalti miss roll bump anoth car block car brake heavili downshift sever gear taken carrsquo attribut tire health brake wear transmiss gear bodi engin suspens lose maximum categori result elimin sever setback car requir player manag carrsquo health plan best path good luck roll high amount luck give game famili appeal let weaker player chanc win howev fun end singl race rule includ abil custom car use pregener charact add slipstream draft rule road debri chang tire type modifi distanc roll also variat singl lap race multipl lap pit stop repair damag point addit numer expans track purchas vari demand driver car track may also weather effect rain chang car handl die roll due skid wet track open game ralli rule give championship point number race formula add item origin formula de ad excit illeg race street big citi anyth goe add custom car nitro acceler drift curv dirti trick gun battl trash road add variat basic chang use dashboard movabl peg manag carrsquo attribut instead paper form formula de also two set prepaint car formula 1 set street race set stock car street car come charact profil give bit roleplay game final old categori fuel car renam transmiss wear give better themat fit effect multipl downshift popular game given lot expans simplif rule see formula dé mini lot market part also fan expans track dedic player mani way becom multipl game system
142296,Funemployed,funemploy cardbas parti game everyon tri becom employ appli real job like astronaut lawyer priest unreal qualif dragon abil speak panda delorean game player use qualif convinc player hes best qualifi job player tell stori qualif make best fit job roleplay act like interview find innov way use qualif becom funemploy player tabl
31481,Galaxy Trucker: Aventuras en el Espacio,galaxi far far away need sewer system corpor incorpor build everyon know driver brave men women fear danger would pay good enough even fli hell join gain access prefabr spaceship compon clever made sewer pipe build space ship durabl enough weather storm meteor arm enough defend pirat big enough carri larg crew valuabl cargo fast enough get first cours becom galaxi trucker load fun galaxi trucker tile lay game play two phase build fli goal credit end game earn credit deliv good defeat pirat build effici ship furthest along track end fli phase build happen real time player build person space ship grab tile middl tabl timer run tile start facedown wont know take may choos return faceup dont want must place tile keep legal manner space ship usual mean line connector appropri singl singl doubl doubl univers anyth also includ proper posit gun engin tile repres varieti thing includ gun engin storag contain crew cabin shield batteri may also peek card encount phase 2 must sacrific build time time player may call ship finish take order marker center build complet ship check error flight begin flight card shuffl player marker place flight board accord order marker taken card reveal one time player interact order may includ thing pirat abandon vessel diseas outbreak meteor shower world good pick playeronplay combat zone various thing card caus player move back flight track must decid delay worth effort card encount player sell good collect collect reward finish first second third place intact ship lose credit damag compon space danger place uncommon see ship break smaller smaller piec lose valuabl cargo side ship get damag much get knock race care 3 round done round player get bigger board build ship hold compon 3rd round player credit win
220877,Ganges,tactic karma wealth fame 16th centuri india power empir great mogul rise indus gang river take role raja rani ndash countri influenti nobl ndash player raja gang race support empir develop estat wealthi magnific provinc player must use dice wise care plot place worker never underestim benefit good karma success bring great rich fame quest becom legendari ruler
303051,Godzilla: Tokyo Clash,godzilla tokyo clash play earth fearsom kaiju mdash godzilla mothra king ghidorah megalon mdash battl domin terrifi monster japan detail miniatur legendari monster modular cityscap 3d build destroy epic battl everi time play detail player deck card uniqu kaiju control throw train tank oppon attack direct caus damag burn card deck reduc option futur turn stomp citi earn energi help lay perman enhanc abil
98778,Hanabi,hanabimdashnam japanes word firework mdashi cooper game player tri creat perfect firework show place card tabl right order japanes hanabi written 花火 ideogram flower fire respect card deck consist five differ color card number 1ndash5 color color player tri place row correct order 1ndash5 sound easi right well quit game hold card theyr visibl player assist player play card must give hint regard number color card player must act team avoid error finish firework display run card extra suit card rainbow color also provid advanc variant play hanabi origin publish part hanabi ikebana
43015,Hansa Teutonica,player act trader tri get victori point build network offic control citi collect bonus marker trader use citi control control line two citi pawn decid build offic mayb also establish control andor get bonus marker get skill improv citi player improv trader skill follow effect get vp offic network get avail action point increas number avail pawn get right place pawn get special pawn game appear origin wettstreit der haumlndler hippodic competit
153484,Hedbanz Act Up!,hedbanz act player wear head band hold card forehead must tri guess what card base clue given player catch player give clue pantomim charad guess correct player act clue score guess mani card within time limit first player get rid score chip win game
292732,Hedbanz Adulting,hedbanz adult fun fastpac question game ldquowhat irdquo player wear headband card ask mani ldquoyesrdquo ldquonordquo question 90 second tri figur whatrsquo head millennialthem categori includ charad categori player guess theyrsquor bingeworthi tv show celebr profess trendi app earn point everi correct guess first player 5 point win one tini bit differ edit card also cheeki hint help spur cluegiv includ 6 headband 244 card 6 clue card 25 score chip 1 90second sand timer 1 instruct sheet
23049,Hedbanz for Kids,publish web site quick question game ldquowhat irdquotrad chicken bicycl goofi game never know start ask question figur cartoon head anim food household item everybodi know 2 6 player 7376 age 7 amp
174078,Holmes: Sherlock & Mycroft,februari 1895 london woke loud bang larg pillar smoke show bomb explod hous parliament secur forc activ immedi arrest suspici young labor near area mycroft holm servic crown commiss investig relationship young labor anarchist group think easi task comfort armchair diogen club mdash inform disturb news younger brother sherlock holm consult detect hire boy parent prove innoc son believ scapegoat dark conspiraci first time brightest mind london face young labor involv terribl attack scapegoat dark conspiraci game holm sherlock amp mycroft last seven turn day investig begin day famous charact extract book arthur conan doyl appear london player three action token move one charact anoth use special abil know player never two token charact therefor charact must freed reus abil charact allow obtain evid card gain investig token multipl way game great replay valu known whether charact specif abil make appear board day 1 final day 7 game differ
177524,ICECOOL,lunch break almost young penguin would final get fish theyrsquov crave howev rascal think quick enough snatch fish lunch break start forgotten one thing ndash hall monitor school day one penguin design watch school moment shine ndash rascal penguin catch would get addit fish fun run take place ndash rascal run everywher tri snatch fish way hall monitor tri catch one order school success icecool flick game round one player take role hall monitor also call catcher ndash aim catch penguin get point other also known runner tri run sever door thus gain fish give point way either hall monitor caught penguin other gone 3 door fish round player take role hall monitor end game winner one point fish card penguin flick straight line make curv even jump wall player use best skill order get point fun excit game cool icecool
191862,Imhotep,imhotep player becom builder egypt want emul first bestknown architect name imhotep six round move wooden stone boat creat five semin monument turn player choos one four action procur new stone load stone boat bring boat monument play action card sound easi natur player constant thwart build plan carri plan best time mdash stone back plan mdash prove egypt best builder
